starttime;site;masl;magl;x;y;sensor;temperature;humidity
2025-01-01 00:00;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.45;97.06
2025-01-01 00:10;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.47;97
2025-01-01 00:20;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.48;96.97
2025-01-01 00:30;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.62;96.91
2025-01-01 00:40;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.84;96.7
2025-01-01 00:50;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.04;96.61
2025-01-01 01:00;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.9;96.52
2025-01-01 01:10;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.06;96.58
2025-01-01 01:20;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.14;96.55
2025-01-01 01:30;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.26;96.36
2025-01-01 01:40;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.36;96.39
2025-01-01 01:50;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.18;96.46
2025-01-01 02:00;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.47;96.3
2025-01-01 02:10;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.01;96.41
2025-01-01 02:20;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.12;96.23
2025-01-01 02:30;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.81;96.39
2025-01-01 02:40;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.76;96.36
2025-01-01 02:50;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.84;96.33
2025-01-01 03:00;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.95;96.16
2025-01-01 03:10;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.26;96.17
2025-01-01 03:20;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.44;96.24
2025-01-01 03:30;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.26;96.48
2025-01-01 03:40;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.32;96.42
2025-01-01 03:50;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.14;96.43
2025-01-01 04:00;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.04;96.13
2025-01-01 04:10;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.91;96.01
2025-01-01 04:20;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.04;95.76
2025-01-01 04:30;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.95;95.82
2025-01-01 04:40;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.74;95.88
2025-01-01 04:50;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.86;96.02
2025-01-01 05:00;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.04;96.04
2025-01-01 05:10;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.14;96.04
2025-01-01 05:20;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.21;96.09
2025-01-01 05:30;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.23;96.12
2025-01-01 05:40;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.43;95.96
2025-01-01 05:50;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.49;96.24
2025-01-01 06:00;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.21;96.68
2025-01-01 06:10;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.35;96.59
2025-01-01 06:20;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.33;96.51
2025-01-01 06:30;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.44;96.39
2025-01-01 06:40;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.39;96.68
2025-01-01 06:50;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.25;96.87
2025-01-01 07:00;Bülach - Feldermösli;417;2;2682216;1262843;531;-3.1;97.03
2025-01-01 07:10;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.98;97.12
2025-01-01 07:20;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.85;97.18
2025-01-01 07:30;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.82;97.16
2025-01-01 07:40;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.76;97.18
2025-01-01 08:00;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.51;97.17
2025-01-01 08:10;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.38;96.63
2025-01-01 08:20;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.58;96.77
2025-01-01 08:30;Bülach - Feldermösli;417;2;2682216;1262843;531;-2.15;96.53
2025-01-01 08:40;Bülach - Feldermösli;417;2;2682216;1262843;531;-1.76;96.11
2025-01-01 08:50;Bülach - Feldermösli;417;2;2682216;1262843;531;-1.07;95.03
2025-01-01 09:00;Bülach - Feldermösli;417;2;2682216;1262843;531;-0.47;93.21
2025-01-01 09:10;Bülach - Feldermösli;417;2;2682216;1262843;531;0.26;91.08
2025-01-01 09:20;Bülach - Feldermösli;417;2;2682216;1262843;531;1.58;87.12
2025-01-01 09:30;Bülach - Feldermösli;417;2;2682216;1262843;531;2.46;83
2025-01-01 09:40;Bülach - Feldermösli;417;2;2682216;1262843;531;2.56;81.1
2025-01-01 09:50;Bülach - Feldermösli;417;2;2682216;1262843;531;2.64;81.35
2025-01-01 10:00;Bülach - Feldermösli;417;2;2682216;1262843;531;2.9;79.85
2025-01-01 10:10;Bülach - Feldermösli;417;2;2682216;1262843;531;2.83;79.24
2025-01-01 10:20;Bülach - Feldermösli;417;2;2682216;1262843;531;3.26;79.32
2025-01-01 10:30;Bülach - Feldermösli;417;2;2682216;1262843;531;3.79;76.16
2025-01-01 10:40;Bülach - Feldermösli;417;2;2682216;1262843;531;4.19;76.57
2025-01-01 10:50;Bülach - Feldermösli;417;2;2682216;1262843;531;4.68;72.9
2025-01-01 11:00;Bülach - Feldermösli;417;2;2682216;1262843;531;4.34;74.66
2025-01-01 11:10;Bülach - Feldermösli;417;2;2682216;1262843;531;4.56;72.89
2025-01-01 11:20;Bülach - Feldermösli;417;2;2682216;1262843;531;4.31;74.04
2025-01-01 11:30;Bülach - Feldermösli;417;2;2682216;1262843;531;4.58;72.69
2025-01-01 11:40;Bülach - Feldermösli;417;2;2682216;1262843;531;4.67;72.9
2025-01-01 11:50;Bülach - Feldermösli;417;2;2682216;1262843;531;4.8;72.29
2025-01-01 12:00;Bülach - Feldermösli;417;2;2682216;1262843;531;5.05;71.19
2025-01-01 12:10;Bülach - Feldermösli;417;2;2682216;1262843;531;5.16;71.61
2025-01-01 12:30;Bülach - Feldermösli;417;2;2682216;1262843;531;6.06;72.23
2025-01-01 12:40;Bülach - Feldermösli;417;2;2682216;1262843;531;6.1;70.55
2025-01-01 12:50;Bülach - Feldermösli;417;2;2682216;1262843;531;5.93;70.52
2025-01-01 13:00;Bülach - Feldermösli;417;2;2682216;1262843;531;5.97;69.44
2025-01-01 13:10;Bülach - Feldermösli;417;2;2682216;1262843;531;5.97;70.96
2025-01-01 13:20;Bülach - Feldermösli;417;2;2682216;1262843;531;5.94;71.94
2025-01-01 13:30;Bülach - Feldermösli;417;2;2682216;1262843;531;5.99;72.52
2025-01-01 13:40;Bülach - Feldermösli;417;2;2682216;1262843;531;6.32;71.23
2025-01-01 13:50;Bülach - Feldermösli;417;2;2682216;1262843;531;6.52;70.81
2025-01-01 14:00;Bülach - Feldermösli;417;2;2682216;1262843;531;6.32;70.61
2025-01-01 14:10;Bülach - Feldermösli;417;2;2682216;1262843;531;6.22;70.1
2025-01-01 14:20;Bülach - Feldermösli;417;2;2682216;1262843;531;6.32;71.1
2025-01-01 14:30;Bülach - Feldermösli;417;2;2682216;1262843;531;6.77;67.33
2025-01-01 14:40;Bülach - Feldermösli;417;2;2682216;1262843;531;6.33;70.19
2025-01-01 14:50;Bülach - Feldermösli;417;2;2682216;1262843;531;5.8;71.24
2025-01-01 15:00;Bülach - Feldermösli;417;2;2682216;1262843;531;5.29;72.44
2025-01-01 15:10;Bülach - Feldermösli;417;2;2682216;1262843;531;4.9;73.89
2025-01-01 15:20;Bülach - Feldermösli;417;2;2682216;1262843;531;4.58;74.76
2025-01-01 15:30;Bülach - Feldermösli;417;2;2682216;1262843;531;3.86;77.71
2025-01-01 15:40;Bülach - Feldermösli;417;2;2682216;1262843;531;4.81;74.17
2025-01-01 15:50;Bülach - Feldermösli;417;2;2682216;1262843;531;4.34;76.19
2025-01-01 16:00;Bülach - Feldermösli;417;2;2682216;1262843;531;4.1;75.82
2025-01-01 16:10;Bülach - Feldermösli;417;2;2682216;1262843;531;5.09;70.54
2025-01-01 16:20;Bülach - Feldermösli;417;2;2682216;1262843;531;4.73;71.71
2025-01-01 16:30;Bülach - Feldermösli;417;2;2682216;1262843;531;3.85;75.98
2025-01-01 16:40;Bülach - Feldermösli;417;2;2682216;1262843;531;3.24;78.64
2025-01-01 16:50;Bülach - Feldermösli;417;2;2682216;1262843;531;3.23;79.98
2025-01-01 17:00;Bülach - Feldermösli;417;2;2682216;1262843;531;3.3;79.37
2025-01-01 17:10;Bülach - Feldermösli;417;2;2682216;1262843;531;2.98;80.23
2025-01-01 17:20;Bülach - Feldermösli;417;2;2682216;1262843;531;3.15;80.14
2025-01-01 17:30;Bülach - Feldermösli;417;2;2682216;1262843;531;2.86;80.91
2025-01-01 17:40;Bülach - Feldermösli;417;2;2682216;1262843;531;3.08;79.81
2025-01-01 17:50;Bülach - Feldermösli;417;2;2682216;1262843;531;4.56;73.61
2025-01-01 18:00;Bülach - Feldermösli;417;2;2682216;1262843;531;2.95;79.11
2025-01-01 18:10;Bülach - Feldermösli;417;2;2682216;1262843;531;3.27;78.62
2025-01-01 18:20;Bülach - Feldermösli;417;2;2682216;1262843;531;4.18;75.01
2025-01-01 18:30;Bülach - Feldermösli;417;2;2682216;1262843;531;3.84;75.79
2025-01-01 18:40;Bülach - Feldermösli;417;2;2682216;1262843;531;3.23;78.38
2025-01-01 18:50;Bülach - Feldermösli;417;2;2682216;1262843;531;3.27;78.17
2025-01-01 19:00;Bülach - Feldermösli;417;2;2682216;1262843;531;3.4;77.82
2025-01-01 19:10;Bülach - Feldermösli;417;2;2682216;1262843;531;2.7;80.85
2025-01-01 19:20;Bülach - Feldermösli;417;2;2682216;1262843;531;2.84;80.14
2025-01-01 19:30;Bülach - Feldermösli;417;2;2682216;1262843;531;2.47;81.23
2025-01-01 19:40;Bülach - Feldermösli;417;2;2682216;1262843;531;2.16;82.48
2025-01-01 19:50;Bülach - Feldermösli;417;2;2682216;1262843;531;2.53;81.84
2025-01-01 20:00;Bülach - Feldermösli;417;2;2682216;1262843;531;2.44;82.26
2025-01-01 20:10;Bülach - Feldermösli;417;2;2682216;1262843;531;2.43;82.91
2025-01-01 20:20;Bülach - Feldermösli;417;2;2682216;1262843;531;2.22;83.05
2025-01-01 20:30;Bülach - Feldermösli;417;2;2682216;1262843;531;1.95;83.53
2025-01-01 20:40;Bülach - Feldermösli;417;2;2682216;1262843;531;2.7;81.11
2025-01-01 20:50;Bülach - Feldermösli;417;2;2682216;1262843;531;0.58;85.1
2025-01-01 21:00;Bülach - Feldermösli;417;2;2682216;1262843;531;-0.29;89.38
2025-01-01 21:10;Bülach - Feldermösli;417;2;2682216;1262843;531;-0.05;89.79
2025-01-01 21:20;Bülach - Feldermösli;417;2;2682216;1262843;531;0.31;88.44
2025-01-01 21:30;Bülach - Feldermösli;417;2;2682216;1262843;531;1.05;84.87
2025-01-01 21:40;Bülach - Feldermösli;417;2;2682216;1262843;531;1.98;80.75
2025-01-01 21:50;Bülach - Feldermösli;417;2;2682216;1262843;531;3.08;76.49
2025-01-01 22:00;Bülach - Feldermösli;417;2;2682216;1262843;531;1.5;81.12
2025-01-01 22:10;Bülach - Feldermösli;417;2;2682216;1262843;531;3.65;73.75
2025-01-01 22:20;Bülach - Feldermösli;417;2;2682216;1262843;531;2.91;76.03
2025-01-01 22:30;Bülach - Feldermösli;417;2;2682216;1262843;531;2.63;77.03
2025-01-01 22:40;Bülach - Feldermösli;417;2;2682216;1262843;531;2.64;76.52
2025-01-01 22:50;Bülach - Feldermösli;417;2;2682216;1262843;531;2.38;77.98
2025-01-01 23:00;Bülach - Feldermösli;417;2;2682216;1262843;531;1.84;79.2
2025-01-01 23:10;Bülach - Feldermösli;417;2;2682216;1262843;531;4.43;70.57
2025-01-01 23:20;Bülach - Feldermösli;417;2;2682216;1262843;531;2.16;77.89
2025-01-01 23:30;Bülach - Feldermösli;417;2;2682216;1262843;531;0.88;82.75
2025-01-01 23:40;Bülach - Feldermösli;417;2;2682216;1262843;531;3.69;73.19
2025-01-01 23:50;Bülach - Feldermösli;417;2;2682216;1262843;531;4.88;67.95
2025-01-02 00:00;Bülach - Feldermösli;417;2;2682216;1262843;531;4.54;69.54
2025-01-02 00:10;Bülach - Feldermösli;417;2;2682216;1262843;531;3.42;73.35
2025-01-02 00:20;Bülach - Feldermösli;417;2;2682216;1262843;531;0.89;82.39
2025-01-02 00:30;Bülach - Feldermösli;417;2;2682216;1262843;531;1.09;81.77
2025-01-02 00:50;Bülach - Feldermösli;417;2;2682216;1262843;531;3.89;72.39
2025-01-02 01:00;Bülach - Feldermösli;417;2;2682216;1262843;531;1.61;80.72
2025-01-02 01:10;Bülach - Feldermösli;417;2;2682216;1262843;531;1.25;82.02
2025-01-02 01:20;Bülach - Feldermösli;417;2;2682216;1262843;531;2.79;77.15
2025-01-02 01:30;Bülach - Feldermösli;417;2;2682216;1262843;531;4.41;71.96
2025-01-02 01:40;Bülach - Feldermösli;417;2;2682216;1262843;531;2.69;77.02
2025-01-02 01:50;Bülach - Feldermösli;417;2;2682216;1262843;531;3.34;75.07
2025-01-02 02:00;Bülach - Feldermösli;417;2;2682216;1262843;531;2.47;78.05
2025-01-02 02:10;Bülach - Feldermösli;417;2;2682216;1262843;531;2.91;77.28
2025-01-02 02:20;Bülach - Feldermösli;417;2;2682216;1262843;531;3.37;74.95
2025-01-02 02:30;Bülach - Feldermösli;417;2;2682216;1262843;531;3.14;76.38
2025-01-02 02:40;Bülach - Feldermösli;417;2;2682216;1262843;531;4.35;72.03
2025-01-02 02:50;Bülach - Feldermösli;417;2;2682216;1262843;531;4.37;71.85
2025-01-02 03:00;Bülach - Feldermösli;417;2;2682216;1262843;531;4.04;74.1
2025-01-02 03:10;Bülach - Feldermösli;417;2;2682216;1262843;531;4.53;71.5
2025-01-02 03:20;Bülach - Feldermösli;417;2;2682216;1262843;531;5.98;65.42
2025-01-02 03:30;Bülach - Feldermösli;417;2;2682216;1262843;531;6.49;63.15
2025-01-02 03:40;Bülach - Feldermösli;417;2;2682216;1262843;531;6.7;62.27
2025-01-02 03:50;Bülach - Feldermösli;417;2;2682216;1262843;531;7.38;59.06
2025-01-02 04:00;Bülach - Feldermösli;417;2;2682216;1262843;531;7.61;57.77
2025-01-02 04:10;Bülach - Feldermösli;417;2;2682216;1262843;531;8.08;55.48
2025-01-02 04:20;Bülach - Feldermösli;417;2;2682216;1262843;531;8.23;54.84
2025-01-02 04:30;Bülach - Feldermösli;417;2;2682216;1262843;531;8.1;55.99
2025-01-02 04:40;Bülach - Feldermösli;417;2;2682216;1262843;531;7.83;57.39
2025-01-02 04:50;Bülach - Feldermösli;417;2;2682216;1262843;531;8.1;56.37
2025-01-02 05:00;Bülach - Feldermösli;417;2;2682216;1262843;531;7.94;57.1
2025-01-02 05:10;Bülach - Feldermösli;417;2;2682216;1262843;531;7.61;59.2
2025-01-02 05:20;Bülach - Feldermösli;417;2;2682216;1262843;531;7.33;60.76
2025-01-02 05:30;Bülach - Feldermösli;417;2;2682216;1262843;531;7.25;60.43
2025-01-02 05:40;Bülach - Feldermösli;417;2;2682216;1262843;531;7.58;58.39
2025-01-02 05:50;Bülach - Feldermösli;417;2;2682216;1262843;531;7.18;60.26
2025-01-02 06:00;Bülach - Feldermösli;417;2;2682216;1262843;531;7.05;61.24
2025-01-02 06:10;Bülach - Feldermösli;417;2;2682216;1262843;531;6.73;62.79
2025-01-02 06:20;Bülach - Feldermösli;417;2;2682216;1262843;531;6.8;62.35
2025-01-02 06:30;Bülach - Feldermösli;417;2;2682216;1262843;531;6.39;64.29
2025-01-02 06:40;Bülach - Feldermösli;417;2;2682216;1262843;531;6.96;60.18
2025-01-02 06:50;Bülach - Feldermösli;417;2;2682216;1262843;531;7.58;58.33
2025-01-02 07:00;Bülach - Feldermösli;417;2;2682216;1262843;531;7.39;59.73
2025-01-02 07:10;Bülach - Feldermösli;417;2;2682216;1262843;531;7.45;59.9
2025-01-02 07:20;Bülach - Feldermösli;417;2;2682216;1262843;531;7.13;61.96
2025-01-02 07:30;Bülach - Feldermösli;417;2;2682216;1262843;531;7.1;61.96
2025-01-02 07:40;Bülach - Feldermösli;417;2;2682216;1262843;531;7.17;61.18
2025-01-02 07:50;Bülach - Feldermösli;417;2;2682216;1262843;531;7.45;59.61
2025-01-02 08:00;Bülach - Feldermösli;417;2;2682216;1262843;531;7.51;60.23
2025-01-02 08:10;Bülach - Feldermösli;417;2;2682216;1262843;531;7.51;60.59
2025-01-02 08:20;Bülach - Feldermösli;417;2;2682216;1262843;531;7.68;59.37
2025-01-02 08:30;Bülach - Feldermösli;417;2;2682216;1262843;531;7.89;58.35
2025-01-02 08:40;Bülach - Feldermösli;417;2;2682216;1262843;531;8.12;57.55
2025-01-02 08:50;Bülach - Feldermösli;417;2;2682216;1262843;531;8.02;58.16
2025-01-02 09:00;Bülach - Feldermösli;417;2;2682216;1262843;531;7.94;60.06
2025-01-02 09:10;Bülach - Feldermösli;417;2;2682216;1262843;531;8.22;59.58
2025-01-02 09:20;Bülach - Feldermösli;417;2;2682216;1262843;531;8.53;58.74
2025-01-02 09:30;Bülach - Feldermösli;417;2;2682216;1262843;531;8.4;60.59
2025-01-02 09:40;Bülach - Feldermösli;417;2;2682216;1262843;531;8.52;59.72
2025-01-02 09:50;Bülach - Feldermösli;417;2;2682216;1262843;531;8.91;58.99
2025-01-02 10:00;Bülach - Feldermösli;417;2;2682216;1262843;531;9.41;59.46
2025-01-02 10:10;Bülach - Feldermösli;417;2;2682216;1262843;531;9.23;61.25
2025-01-02 10:20;Bülach - Feldermösli;417;2;2682216;1262843;531;8.64;64.4
2025-01-02 10:30;Bülach - Feldermösli;417;2;2682216;1262843;531;8.98;61.2
2025-01-02 10:40;Bülach - Feldermösli;417;2;2682216;1262843;531;9.09;62.18
2025-01-02 10:50;Bülach - Feldermösli;417;2;2682216;1262843;531;9.07;62.31
2025-01-02 11:00;Bülach - Feldermösli;417;2;2682216;1262843;531;9.23;62.23
2025-01-02 11:10;Bülach - Feldermösli;417;2;2682216;1262843;531;9.19;63.28
2025-01-02 11:20;Bülach - Feldermösli;417;2;2682216;1262843;531;8.96;64.48
2025-01-02 11:30;Bülach - Feldermösli;417;2;2682216;1262843;531;9.07;64.2
2025-01-02 11:40;Bülach - Feldermösli;417;2;2682216;1262843;531;9.56;60.24
2025-01-02 11:50;Bülach - Feldermösli;417;2;2682216;1262843;531;9.73;60.1
2025-01-02 12:00;Bülach - Feldermösli;417;2;2682216;1262843;531;9.73;60.21
2025-01-02 12:10;Bülach - Feldermösli;417;2;2682216;1262843;531;9.84;60.27
2025-01-02 12:20;Bülach - Feldermösli;417;2;2682216;1262843;531;9.73;60.69
2025-01-02 12:30;Bülach - Feldermösli;417;2;2682216;1262843;531;9.73;60.83
2025-01-02 12:40;Bülach - Feldermösli;417;2;2682216;1262843;531;9.71;61.28
2025-01-02 12:50;Bülach - Feldermösli;417;2;2682216;1262843;531;9.71;61.25
2025-01-02 13:00;Bülach - Feldermösli;417;2;2682216;1262843;531;9.63;60.66
2025-01-02 13:10;Bülach - Feldermösli;417;2;2682216;1262843;531;9.12;64.75
2025-01-02 13:20;Bülach - Feldermösli;417;2;2682216;1262843;531;8.4;70.61
2025-01-02 13:30;Bülach - Feldermösli;417;2;2682216;1262843;531;7.74;74.96
2025-01-02 13:40;Bülach - Feldermösli;417;2;2682216;1262843;531;7.22;78.57
2025-01-02 13:50;Bülach - Feldermösli;417;2;2682216;1262843;531;6.84;81.55
2025-01-02 14:00;Bülach - Feldermösli;417;2;2682216;1262843;531;6.69;83.13
2025-01-02 14:10;Bülach - Feldermösli;417;2;2682216;1262843;531;6.48;84.45
2025-01-02 14:20;Bülach - Feldermösli;417;2;2682216;1262843;531;6.27;86.03
2025-01-02 14:30;Bülach - Feldermösli;417;2;2682216;1262843;531;6.26;85.58
2025-01-02 14:40;Bülach - Feldermösli;417;2;2682216;1262843;531;6.17;86.22
2025-01-02 14:50;Bülach - Feldermösli;417;2;2682216;1262843;531;6.06;86.88
2025-01-02 15:00;Bülach - Feldermösli;417;2;2682216;1262843;531;5.95;87.42
2025-01-02 15:10;Bülach - Feldermösli;417;2;2682216;1262843;531;5.84;88.06
2025-01-02 15:20;Bülach - Feldermösli;417;2;2682216;1262843;531;5.87;87.5
2025-01-02 15:30;Bülach - Feldermösli;417;2;2682216;1262843;531;5.67;88.54
2025-01-02 15:40;Bülach - Feldermösli;417;2;2682216;1262843;531;5.6;88.6
2025-01-02 15:50;Bülach - Feldermösli;417;2;2682216;1262843;531;5.57;88.84
2025-01-02 16:00;Bülach - Feldermösli;417;2;2682216;1262843;531;5.47;88.97
2025-01-02 16:10;Bülach - Feldermösli;417;2;2682216;1262843;531;5.33;89.95
2025-01-02 16:20;Bülach - Feldermösli;417;2;2682216;1262843;531;5.24;89.99
2025-01-02 16:30;Bülach - Feldermösli;417;2;2682216;1262843;531;5.26;89.58
2025-01-02 16:40;Bülach - Feldermösli;417;2;2682216;1262843;531;5.19;89.52
2025-01-02 17:00;Bülach - Feldermösli;417;2;2682216;1262843;531;5.08;89.79
2025-01-02 17:10;Bülach - Feldermösli;417;2;2682216;1262843;531;5.04;89.89
2025-01-02 17:20;Bülach - Feldermösli;417;2;2682216;1262843;531;4.94;90.53
2025-01-02 17:30;Bülach - Feldermösli;417;2;2682216;1262843;531;4.92;90.47
2025-01-02 17:40;Bülach - Feldermösli;417;2;2682216;1262843;531;4.87;90.13
2025-01-02 17:50;Bülach - Feldermösli;417;2;2682216;1262843;531;4.99;89.21
2025-01-02 18:00;Bülach - Feldermösli;417;2;2682216;1262843;531;4.83;90.86
2025-01-02 18:10;Bülach - Feldermösli;417;2;2682216;1262843;531;4.73;91.56
2025-01-02 18:20;Bülach - Feldermösli;417;2;2682216;1262843;531;4.62;92.41
2025-01-02 18:30;Bülach - Feldermösli;417;2;2682216;1262843;531;4.49;92.22
2025-01-02 18:40;Bülach - Feldermösli;417;2;2682216;1262843;531;4.2;91.28
2025-01-02 18:50;Bülach - Feldermösli;417;2;2682216;1262843;531;4.04;90.25
2025-01-02 19:00;Bülach - Feldermösli;417;2;2682216;1262843;531;3.7;91.22
2025-01-02 19:10;Bülach - Feldermösli;417;2;2682216;1262843;531;3.37;91.68
2025-01-02 19:20;Bülach - Feldermösli;417;2;2682216;1262843;531;3.01;92.17
2025-01-02 19:30;Bülach - Feldermösli;417;2;2682216;1262843;531;2.7;92.53
2025-01-02 19:40;Bülach - Feldermösli;417;2;2682216;1262843;531;2.43;92.96
2025-01-02 20:00;Bülach - Feldermösli;417;2;2682216;1262843;531;2.04;93.7
2025-01-02 20:10;Bülach - Feldermösli;417;2;2682216;1262843;531;1.97;94.24
2025-01-02 20:20;Bülach - Feldermösli;417;2;2682216;1262843;531;1.94;94.48
2025-01-02 20:40;Bülach - Feldermösli;417;2;2682216;1262843;531;1.72;94.72
2025-01-02 20:50;Bülach - Feldermösli;417;2;2682216;1262843;531;1.61;95.07
2025-01-02 21:00;Bülach - Feldermösli;417;2;2682216;1262843;531;1.51;95.2
2025-01-02 21:10;Bülach - Feldermösli;417;2;2682216;1262843;531;1.31;95.32
2025-01-02 21:20;Bülach - Feldermösli;417;2;2682216;1262843;531;1.01;95.14
2025-01-02 21:30;Bülach - Feldermösli;417;2;2682216;1262843;531;0.7;95.35
2025-01-02 21:40;Bülach - Feldermösli;417;2;2682216;1262843;531;0.62;95.44
2025-01-02 21:50;Bülach - Feldermösli;417;2;2682216;1262843;531;0.55;95.53
2025-01-02 22:00;Bülach - Feldermösli;417;2;2682216;1262843;531;0.46;95.51
2025-01-02 22:10;Bülach - Feldermösli;417;2;2682216;1262843;531;0.4;95.68
2025-01-02 22:20;Bülach - Feldermösli;417;2;2682216;1262843;531;0.42;95.79
2025-01-02 22:30;Bülach - Feldermösli;417;2;2682216;1262843;531;0.44;95.88
2025-01-02 22:40;Bülach - Feldermösli;417;2;2682216;1262843;531;0.45;95.99
2025-01-02 22:50;Bülach - Feldermösli;417;2;2682216;1262843;531;0.52;96.07
2025-01-02 23:00;Bülach - Feldermösli;417;2;2682216;1262843;531;0.65;95.93
2025-01-02 23:10;Bülach - Feldermösli;417;2;2682216;1262843;531;0.69;95.92
2025-01-02 23:20;Bülach - Feldermösli;417;2;2682216;1262843;531;0.69;95.89
2025-01-02 23:30;Bülach - Feldermösli;417;2;2682216;1262843;531;0.83;96.04
2025-01-02 23:40;Bülach - Feldermösli;417;2;2682216;1262843;531;0.81;96.07
2025-01-02 23:50;Bülach - Feldermösli;417;2;2682216;1262843;531;0.83;96.15
2025-01-03 00:00;Bülach - Feldermösli;417;2;2682216;1262843;531;0.9;96.26
2025-01-03 00:10;Bülach - Feldermösli;417;2;2682216;1262843;531;0.88;96.26
2025-01-03 00:20;Bülach - Feldermösli;417;2;2682216;1262843;531;0.9;96.26
2025-01-03 00:30;Bülach - Feldermösli;417;2;2682216;1262843;531;0.92;95.94
2025-01-03 00:40;Bülach - Feldermösli;417;2;2682216;1262843;531;0.87;95.8
2025-01-03 00:50;Bülach - Feldermösli;417;2;2682216;1262843;531;0.77;95.75
2025-01-03 01:00;Bülach - Feldermösli;417;2;2682216;1262843;531;0.58;95.7
2025-01-03 01:10;Bülach - Feldermösli;417;2;2682216;1262843;531;0.39;95.65
2025-01-03 01:20;Bülach - Feldermösli;417;2;2682216;1262843;531;0.27;95.75
2025-01-03 01:30;Bülach - Feldermösli;417;2;2682216;1262843;531;0.26;95.94
2025-01-03 01:40;Bülach - Feldermösli;417;2;2682216;1262843;531;0.35;96.28
2025-01-03 01:50;Bülach - Feldermösli;417;2;2682216;1262843;531;0.37;96.25
2025-01-03 02:00;Bülach - Feldermösli;417;2;2682216;1262843;531;0.26;96.17
2025-01-03 02:10;Bülach - Feldermösli;417;2;2682216;1262843;531;-0.01;96.26
2025-01-03 02:20;Bülach - Feldermösli;417;2;2682216;1262843;531;-0.16;96.42
2025-01-03 02:40;Bülach - Feldermösli;417;2;2682216;1262843;531;-0.45;96.75
2025-01-03 02:50;Bülach - Feldermösli;417;2;2682216;1262843;531;-0.25;96.94
2025-01-03 03:00;Bülach - Feldermösli;417;2;2682216;1262843;531;-0.19;97.02
2025-01-03 03:10;Bülach - Feldermösli;417;2;2682216;1262843;531;-0.2;97.04
2025-01-03 03:20;Bülach - Feldermösli;417;2;2682216;1262843;531;-0.28;96.99
2025-01-03 03:30;Bülach - Feldermösli;417;2;2682216;1262843;531;-0.32;97.02
2025-01-03 03:40;Bülach - Feldermösli;417;2;2682216;1262843;531;-0.32;97.02
2025-01-03 04:00;Bülach - Feldermösli;417;2;2682216;1262843;531;-0.41;96.78
2025-01-03 04:10;Bülach - Feldermösli;417;2;2682216;1262843;531;-0.45;96.49
2025-01-03 04:20;Bülach - Feldermösli;417;2;2682216;1262843;531;-0.46;96.32
2025-01-03 04:30;Bülach - Feldermösli;417;2;2682216;1262843;531;-0.42;96.23
2025-01-03 04:40;Bülach - Feldermösli;417;2;2682216;1262843;531;-0.36;96.08
